Cas;ID;Admission;Séjour / Congé;Fugue;Provenance;Date de début;Année de début;Séjour;Date de fin;Durée;Date majorité;Destination;Motifs de placement
94;TISPczm7xh2;;Séjour 8;;CSEE Unisec;11.10.2021;2021;CSEE Unisec;05.11.2021;26;44767;;
94;TISPczm7xh2;Admission 7;;;CSEE Unisec;05.11.2021;2021;;27.07.2022;265;44767;majorité; 
94;TISPczm7xh2;;Séjour 9;;CSEE Unisec;05.11.2021;2021;CSEE_Y semi-autonome Wohngruppe;27.07.2022;265;44767;;
94;TISPczm7xh2;;;Fugue 15;;13.11.2021;2021;CSEE_Y semi-autonome Wohngruppe;14.11.2021;2;44767;;
94;TISPczm7xh2;;;Fugue 16;;05.12.2021;2021;CSEE_Y semi-autonome Wohngruppe;08.12.2021;3;44767;;
94;TISPczm7xh2;;;Fugue 17;;27.02.2022;2022;CSEE_Y semi-autonome Wohngruppe;28.02.2022;2;44767;;
94;TISPczm7xh2;;;Fugue 18;;09.05.2022;2022;CSEE_Y semi-autonome Wohngruppe;12.05.2022;4;44767;;
94;TISPczm7xh2;;;Fugue 19;;04.06.2022;2022;CSEE_Y semi-autonome Wohngruppe;07.06.2022;3;44767;;
94;TISPczm7xh2;;;Fugue 20;;18.06.2022;2022;CSEE_Y semi-autonome Wohngruppe;21.06.2022;3;44767;;
94;TISPczm7xh2;;;Fugue 21;;22.06.2022;2022;CSEE_Y semi-autonome Wohngruppe;25.06.2022;3;44767;;
94;TISPczm7xh2;;;Fugue 22;;26.06.2022;2022;CSEE_Y semi-autonome Wohngruppe;17.07.2022;21;44767;;
94;TISPczm7xh2;;;Fugue 23;;21.07.2022;2022;CSEE_Y semi-autonome Wohngruppe;25.07.2022;4;44767;;
94;TISPczm7xh2;;;Fugue 24;;25.07.2022;2022;CSEE_Y semi-autonome Wohngruppe;27.07.2022;2;44767;;
95;W18ECb1AV9s;Admission 1;;;Eltern / Familie;08.12.2020;2020;;23.02.2023;808;44951;majorité; 
95;W18ECb1AV9s;;Séjour 1;;Eltern / Familie;08.12.2020;2020;CSEE_X Intensivpädagogische Wohngruppe;18.04.2021;132;44951;;
95;W18ECb1AV9s;;Séjour 2;;CSEE_X Intensivpädagogische  Wohngruppe;18.04.2021;2021;CSEE_X Intensivpädagogische Wohngruppe;14.06.2022;423;44951;;
95;W18ECb1AV9s;;Congé 1;;CSEE_X Intensivpädagogische  Wohngruppe;14.06.2022;2022;;23.02.2023;255;44951;Eltern / Familie;
96;VdmeUwXoxjU;Admission 1;;;Eltern / Familie;17.01.2023;2023;;23.05.2023;127;46563;Heimstruktur AEF LUX; 
96;VdmeUwXoxjU;;Séjour 1;;Eltern / Familie;17.01.2023;2023;CSEE_X Intensivpädagogische Wohngruppe;23.05.2023;127;46563;;
97;ie1ZdJGOWxo;Admission 1;;;Eltern / Familie;07.05.2023;2023;;29.07.2023;84;45651;Eltern / Familie; 
97;ie1ZdJGOWxo;;Séjour 1;;Eltern / Familie;07.05.2023;2023;CSEE Unisec;12.07.2023;67;45651;;
97;ie1ZdJGOWxo;;Congé 1;;CSEE Unisec;12.07.2023;2023;;29.07.2023;18;45651;Eltern / Familie;
97;ie1ZdJGOWxo;Admission 2;;;Eltern / Familie;29.07.2023;2023;;17.11.2023;112;45651;CSEE Unisec; 
97;ie1ZdJGOWxo;;Séjour 2;;Eltern / Familie;29.07.2023;2023;CSEE_X Intensivpädagogische Wohngruppe;17.11.2023;112;45651;;
97;ie1ZdJGOWxo;;;Fugue 1;;29.07.2023;2023;CSEE_X Intensivpädagogische Wohngruppe;01.08.2023;3;45651;;
97;ie1ZdJGOWxo;;;Fugue 2;;04.08.2023;2023;CSEE_X Intensivpädagogische Wohngruppe;19.09.2023;46;45651;;
97;ie1ZdJGOWxo;;;Fugue 3;;20.09.2023;2023;CSEE_X Intensivpädagogische Wohngruppe;24.10.2023;34;45651;;
97;ie1ZdJGOWxo;;;Fugue 4;;26.10.2023;2023;CSEE_X Intensivpädagogische Wohngruppe;17.11.2023;22;45651;;
97;ie1ZdJGOWxo;Admission 3;;;CSEE_X Intensivpädagogische  Wohngruppe;17.11.2023;2023;;05.02.2024;81;45651;CSEE Unisec;b i 
97;ie1ZdJGOWxo;;Séjour 3;;CSEE_X Intensivpädagogische  Wohngruppe;17.11.2023;2023;CSEE Unisec;23.12.2023;37;45651;;
97;ie1ZdJGOWxo;;Séjour 4;;CSEE Unisec;23.12.2023;2023;CSEE Unisec;05.02.2024;45;45651;;
97;ie1ZdJGOWxo;Admission 4;;;CSEE Unisec;05.02.2024;2024;;15.07.2024;162;45651;CSEE_X;a c 
97;ie1ZdJGOWxo;;Séjour 5;;CSEE Unisec;05.02.2024;2024;CSEE Unisec;19.03.2024;44;45651;;
97;ie1ZdJGOWxo;;Congé 2;;CSEE Unisec;19.03.2024;2024;;15.07.2024;119;45651;Eltern / Familie;
97;ie1ZdJGOWxo;Admission 5;;;;15.07.2024;2024;;23.01.2025;193;45651;majorité; 
97;ie1ZdJGOWxo;;Séjour 6;;Eltern / Familie;15.07.2024;2024;;15.07.2024;1;45651;;
97;ie1ZdJGOWxo;;Séjour 7;;Eltern / Familie;15.07.2024;2024;CSEE_X Intensivpädagogische Wohngruppe;23.01.2025;193;45651;;
97;ie1ZdJGOWxo;;;Fugue 5;;16.07.2024;2024;CSEE_X Intensivpädagogische Wohngruppe;15.08.2024;31;45651;;
97;ie1ZdJGOWxo;;;Fugue 6;;16.08.2024;2024;CSEE_X Intensivpädagogische Wohngruppe;23.09.2024;38;45651;;
97;ie1ZdJGOWxo;;;Fugue 7;;25.09.2024;2024;CSEE_X Intensivpädagogische Wohngruppe;23.01.2025;120;45651;;
98;mqYoqxfp3zg;Admission 1;;;Heimstruktur AEF LUX;02.02.2023;2023;;28.04.2023;86;45833;Heimstruktur AEF LUX; 
98;mqYoqxfp3zg;;Séjour 1;;Heimstruktur AEF LUX;02.02.2023;2023;CSEE_X Intensivpädagogische Wohngruppe;28.04.2023;86;45833;;
99;jCieuJZkwqY;Admission 1;;;Eltern / Familie;24.10.2020;2020;;30.06.2021;250;44555;CSEE_X ; 
99;jCieuJZkwqY;;Séjour 1;;Eltern / Familie;24.10.2020;2020;CSEE_X Intensivpädagogische Wohngruppe;16.04.2021;175;44555;;
99;jCieuJZkwqY;;;Fugue 1;;06.11.2020;2020;CSEE_X Intensivpädagogische Wohngruppe;07.11.2020;2;44555;;
99;jCieuJZkwqY;;;Fugue 2;;28.12.2020;2020;CSEE_X Intensivpädagogische Wohngruppe;02.01.2021;5;44555;;
99;jCieuJZkwqY;;;Fugue 3;;08.01.2021;2021;CSEE_X Intensivpädagogische Wohngruppe;10.01.2021;2;44555;;
99;jCieuJZkwqY;;;Fugue 4;;05.02.2021;2021;CSEE_X Intensivpädagogische Wohngruppe;07.02.2021;2;44555;;
99;jCieuJZkwqY;;;Fugue 5;;19.02.2021;2021;CSEE_X Intensivpädagogische Wohngruppe;21.02.2021;3;44555;;
99;jCieuJZkwqY;;Congé 1;;CSEE_X Intensivpädagogische  Wohngruppe;16.04.2021;2021;CSEE_X Intensivpädagogische Wohngruppe;14.05.2021;29;44555;Eltern / Familie;
99;jCieuJZkwqY;;Séjour 2;;CSEE_X Intensivpädagogische  Wohngruppe;16.04.2021;2021;CSEE_X Intensivpädagogische Wohngruppe;14.05.2021;29;44555;;
99;jCieuJZkwqY;;Congé 2;;CSEE_X Intensivpädagogische  Wohngruppe;14.05.2021;2021;CSEE_X Intensivpädagogische Wohngruppe;26.06.2021;44;44555;Eltern / Familie;
99;jCieuJZkwqY;;Séjour 3;;Eltern / Familie;26.06.2021;2021;CSEE_X Intensivpädagogische Wohngruppe;30.06.2021;5;44555;;
99;jCieuJZkwqY;Admission 2;;;CSEE_Y semi-autonome Wohngruppe;30.06.2021;2021;;03.02.2022;219;44555;majorité; 
99;jCieuJZkwqY;;Séjour 4;;CSEE Unisec;30.06.2021;2021;CSEE_Y semi-autonome Wohngruppe;30.06.2021;1;44555;;
99;jCieuJZkwqY;;Congé 3;;CSEE_Y semi-autonome Wohngruppe;30.06.2021;2021;;12.07.2021;13;44555;Eltern / Familie;
99;jCieuJZkwqY;;;Fugue 6;;09.07.2021;2021;;12.07.2021;3;44555;;
99;jCieuJZkwqY;;Séjour 5;;Eltern / Familie;12.07.2021;2021;CSEE_X Intensivpädagogische Wohngruppe;16.10.2021;97;44555;;
99;jCieuJZkwqY;;;Fugue 7;;16.07.2021;2021;CSEE_X Intensivpädagogische Wohngruppe;18.07.2021;2;44555;;
99;jCieuJZkwqY;;;Fugue 8;;20.07.2021;2021;CSEE_X Intensivpädagogische Wohngruppe;23.07.2021;3;44555;;
99;jCieuJZkwqY;;;Fugue 9;;30.07.2021;2021;CSEE_X Intensivpädagogische Wohngruppe;01.08.2021;2;44555;;
99;jCieuJZkwqY;;;Fugue 10;;13.08.2021;2021;CSEE_X Intensivpädagogische Wohngruppe;15.08.2021;2;44555;;
99;jCieuJZkwqY;;;Fugue 11;;16.08.2021;2021;CSEE_X Intensivpädagogische Wohngruppe;17.08.2021;2;44555;;
99;jCieuJZkwqY;;;Fugue 12;;21.08.2021;2021;CSEE_X Intensivpädagogische Wohngruppe;22.08.2021;2;44555;;
99;jCieuJZkwqY;;;Fugue 13;;31.08.2021;2021;CSEE_X Intensivpädagogische Wohngruppe;02.09.2021;2;44555;;
99;jCieuJZkwqY;;;Fugue 14;;03.09.2021;2021;CSEE_X Intensivpädagogische Wohngruppe;05.09.2021;2;44555;;
99;jCieuJZkwqY;;;Fugue 15;;10.09.2021;2021;CSEE_X Intensivpädagogische Wohngruppe;14.09.2021;4;44555;;
99;jCieuJZkwqY;;;Fugue 16;;17.09.2021;2021;CSEE_X Intensivpädagogische Wohngruppe;19.09.2021;3;44555;;
99;jCieuJZkwqY;;;Fugue 17;;24.09.2021;2021;CSEE_X Intensivpädagogische Wohngruppe;26.09.2021;2;44555;;
99;jCieuJZkwqY;;Séjour 6;;CSEE_X Intensivpädagogische  Wohngruppe;16.10.2021;2021;CSEE_Y semi-autonome Wohngruppe;03.02.2022;111;44555;;
100;PbxTni4hI8o;Admission 1;;;Eltern / Familie;29.11.2019;2019;;17.02.2020;81;44586;; 
100;PbxTni4hI8o;;Séjour 1;;Eltern / Familie;29.11.2019;2019;CSEE_Y Intensivpädagogische Wohngruppe;17.02.2020;81;44586;"Psychiatrische Einrichtung LUX
";
100;PbxTni4hI8o;;;Fugue 1;;13.01.2020;2020;CSEE_Y Intensivpädagogische Wohngruppe;14.01.2020;2;44586;;
100;PbxTni4hI8o;;;Fugue 2;;28.01.2020;2020;CSEE_Y Intensivpädagogische Wohngruppe;30.01.2020;2;44586;;
101;oWwAmagEwlA;Admission 1;;;"Psychiatrische Einrichtung LUX
";28.04.2023;2023;;22.10.2023;178;45194;majorité; 
101;oWwAmagEwlA;;Séjour 1;;"Psychiatrische Einrichtung LUX
";28.04.2023;2023;CSEE_Z Intensivpädagogische Wohngruppe;22.10.2023;178;45194;;
101;oWwAmagEwlA;;;Fugue 1;;11.06.2023;2023;CSEE_Z Intensivpädagogische Wohngruppe;13.07.2023;32;45194;;
101;oWwAmagEwlA;;;Fugue 2;;14.07.2023;2023;CSEE_Z Intensivpädagogische Wohngruppe;22.10.2023;100;45194;;
102;x9GGheIeMTI;Admission 1;;;Heimstruktur AEF LUX;05.07.2021;2021;;01.03.2022;240;44494;majorité; 
102;x9GGheIeMTI;;Séjour 1;;Heimstruktur AEF LUX;05.07.2021;2021;CSEE_Y semi-autonome Wohngruppe;01.03.2022;240;44494;;
102;x9GGheIeMTI;;;Fugue 1;;06.09.2021;2021;CSEE_Y semi-autonome Wohngruppe;08.09.2021;3;44494;;
102;x9GGheIeMTI;;;Fugue 2;;08.10.2021;2021;CSEE_Y semi-autonome Wohngruppe;20.10.2021;12;44494;;
103;9drExRYbexo;Admission 1;;;Heimstruktur AEF LUX;14.11.2021;2021;;03.09.2024;1025;45529;majorité; 
103;9drExRYbexo;;Séjour 1;;Heimstruktur AEF LUX;14.11.2021;2021;CSEE_Z Intensivpädagogische Wohngruppe;03.09.2024;1025;45529;;
103;9drExRYbexo;;;Fugue 1;;21.12.2021;2021;CSEE_Z Intensivpädagogische Wohngruppe;30.12.2021;10;45529;;
103;9drExRYbexo;;;Fugue 2;;01.01.2022;2022;CSEE_Z Intensivpädagogische Wohngruppe;02.01.2022;2;45529;;
103;9drExRYbexo;;;Fugue 3;;02.01.2022;2022;CSEE_Z Intensivpädagogische Wohngruppe;03.01.2022;2;45529;;
103;9drExRYbexo;;;Fugue 4;;11.03.2022;2022;CSEE_Z Intensivpädagogische Wohngruppe;14.03.2022;3;45529;;
103;9drExRYbexo;;;Fugue 5;;10.05.2022;2022;CSEE_Z Intensivpädagogische Wohngruppe;21.05.2022;12;45529;;
103;9drExRYbexo;;;Fugue 6;;03.06.2022;2022;CSEE_Z Intensivpädagogische Wohngruppe;18.06.2022;16;45529;;
103;9drExRYbexo;;;Fugue 7;;23.06.2022;2022;CSEE_Z Intensivpädagogische Wohngruppe;27.06.2022;4;45529;;
103;9drExRYbexo;;;Fugue 8;;21.08.2022;2022;CSEE_Z Intensivpädagogische Wohngruppe;23.08.2022;2;45529;;
103;9drExRYbexo;;;Fugue 9;;31.08.2022;2022;CSEE_Z Intensivpädagogische Wohngruppe;02.09.2022;2;45529;;
103;9drExRYbexo;;;Fugue 10;;03.09.2022;2022;CSEE_Z Intensivpädagogische Wohngruppe;05.09.2022;3;45529;;
103;9drExRYbexo;;;Fugue 11;;18.09.2022;2022;CSEE_Z Intensivpädagogische Wohngruppe;23.09.2022;5;45529;;
103;9drExRYbexo;;;Fugue 12;;04.10.2022;2022;CSEE_Z Intensivpädagogische Wohngruppe;15.03.2023;163;45529;;
103;9drExRYbexo;;;Fugue 13;;22.04.2023;2023;CSEE_Z Intensivpädagogische Wohngruppe;30.04.2023;8;45529;;
103;9drExRYbexo;;;Fugue 14;;06.05.2023;2023;CSEE_Z Intensivpädagogische Wohngruppe;08.05.2023;2;45529;;
103;9drExRYbexo;;;Fugue 15;;13.05.2023;2023;CSEE_Z Intensivpädagogische Wohngruppe;17.08.2023;97;45529;;
103;9drExRYbexo;;;Fugue 16;;17.09.2023;2023;CSEE_Z Intensivpädagogische Wohngruppe;28.09.2023;11;45529;;
103;9drExRYbexo;;;Fugue 17;;01.10.2023;2023;CSEE_Z Intensivpädagogische Wohngruppe;05.10.2023;4;45529;;
103;9drExRYbexo;;;Fugue 18;;08.10.2023;2023;CSEE_Z Intensivpädagogische Wohngruppe;16.10.2023;8;45529;;
103;9drExRYbexo;;;Fugue 19;;19.11.2023;2023;CSEE_Z Intensivpädagogische Wohngruppe;04.01.2024;47;45529;;
103;9drExRYbexo;;;Fugue 20;;23.02.2024;2024;CSEE_Z Intensivpädagogische Wohngruppe;01.04.2024;38;45529;;
103;9drExRYbexo;;;Fugue 21;;21.04.2024;2024;CSEE_Z Intensivpädagogische Wohngruppe;23.04.2024;3;45529;;
103;9drExRYbexo;;;Fugue 22;;27.04.2024;2024;CSEE_Z Intensivpädagogische Wohngruppe;29.04.2024;2;45529;;
103;9drExRYbexo;;;Fugue 23;;01.05.2024;2024;CSEE_Z Intensivpädagogische Wohngruppe;04.05.2024;3;45529;;
103;9drExRYbexo;;;Fugue 24;;12.05.2024;2024;CSEE_Z Intensivpädagogische Wohngruppe;09.06.2024;28;45529;;
103;9drExRYbexo;;;Fugue 25;;11.06.2024;2024;CSEE_Z Intensivpädagogische Wohngruppe;19.06.2024;9;45529;;
103;9drExRYbexo;;;Fugue 26;;20.06.2024;2024;CSEE_Z Intensivpädagogische Wohngruppe;05.07.2024;15;45529;;
103;9drExRYbexo;;;Fugue 27;;06.07.2024;2024;CSEE_Z Intensivpädagogische Wohngruppe;03.09.2024;59;45529;;
104;ykMFlUhikGk;Admission 1;;;Eltern / Familie;02.12.2024;2024;;05.01.2025;35;47689;; 
104;ykMFlUhikGk;;Séjour 1;;Eltern / Familie;02.12.2024;2024;CSEE_Y Aufnahmegruppe;05.01.2025;35;47689;Heimstruktur AEF LUX;
105;4dG2N00NFuM;Admission 1;;;Eltern / Familie;27.11.2024;2024;;;;46351;;a b h k 
105;4dG2N00NFuM;;Séjour 1;;Eltern / Familie;27.11.2024;2024;CSEE_Y Aufnahmegruppe;14.01.2025;49;46351;;
105;4dG2N00NFuM;;Congé 1;;CSEE_Y Aufnahmegruppe;14.01.2025;2025;;11.04.2025;88;46351;Eltern / Familie;
105;4dG2N00NFuM;Suivi 1;;;;03.03.2025;2025;;14.05.2025;73;46351;;
105;4dG2N00NFuM;;Congé 2;;;11.04.2025;2025;;02.05.2025;22;46351;Eltern / Familie;
105;4dG2N00NFuM;;;Fugue 1;;18.04.2025;2025;;22.04.2025;5;46351;;
105;4dG2N00NFuM;;;Fugue 2;;29.04.2025;2025;;02.05.2025;4;46351;;
105;4dG2N00NFuM;;Séjour 2;;Eltern / Familie;02.05.2025;2025;CSEE_X Intensivpädagogische Wohngruppe;;;46351;ongoing;
105;4dG2N00NFuM;;;Fugue 3;;20.06.2025;2025;CSEE_X Intensivpädagogische Wohngruppe;23.06.2025;4;46351;;
105;4dG2N00NFuM;;;Fugue 4;;28.08.2025;2025;CSEE_X Intensivpädagogische Wohngruppe;08.09.2025;11;46351;;
106;ylMavhs7RXx;Admission 1;;;;26.10.2021;2021;;05.11.2021;11;44737;NA; 
106;ylMavhs7RXx;;Séjour 1;;;26.10.2021;2021;CSEE Unisec;05.11.2021;11;44737;;
107;EadGxPJhJ7M;Admission 1;;;Eltern / Familie;10.05.2020;2020;;22.07.2021;439;44372;majorité; 
107;EadGxPJhJ7M;;Séjour 1;;Eltern / Familie;10.05.2020;2020;CSEE_Y semi-autonome Wohngruppe;01.12.2020;206;44372;;
107;EadGxPJhJ7M;;;Fugue 1;;09.06.2020;2020;CSEE_Y semi-autonome Wohngruppe;12.06.2020;3;44372;;
107;EadGxPJhJ7M;;;Fugue 2;;21.06.2020;2020;CSEE_Y semi-autonome Wohngruppe;23.06.2020;2;44372;;
107;EadGxPJhJ7M;;;Fugue 3;;31.07.2020;2020;CSEE_Y semi-autonome Wohngruppe;02.08.2020;2;44372;;
107;EadGxPJhJ7M;;;Fugue 4;;14.08.2020;2020;CSEE_Y semi-autonome Wohngruppe;16.08.2020;2;44372;;
107;EadGxPJhJ7M;;;Fugue 5;;04.09.2020;2020;CSEE_Y semi-autonome Wohngruppe;06.09.2020;3;44372;;
107;EadGxPJhJ7M;;;Fugue 6;;07.09.2020;2020;CSEE_Y semi-autonome Wohngruppe;08.09.2020;2;44372;;
107;EadGxPJhJ7M;;;Fugue 7;;12.09.2020;2020;CSEE_Y semi-autonome Wohngruppe;13.09.2020;2;44372;;
107;EadGxPJhJ7M;;Congé 1;;CSEE_Y semi-autonome Wohngruppe;01.12.2020;2020;;20.01.2021;51;44372;Eltern / Familie;
107;EadGxPJhJ7M;;Séjour 2;;Eltern / Familie;20.01.2021;2021;CSEE_Y Intensivpädagogische Wohngruppe;29.01.2021;10;44372;;
107;EadGxPJhJ7M;;Congé 2;;CSEE_Y Intensivpädagogische Wohngruppe;29.01.2021;2021;;05.05.2021;97;44372;Eltern / Familie;
107;EadGxPJhJ7M;;Séjour 3;;Eltern / Familie;05.05.2021;2021;CSEE_Y semi-autonome Wohngruppe;22.07.2021;79;44372;;
107;EadGxPJhJ7M;;;Fugue 8;;13.05.2021;2021;CSEE_Y semi-autonome Wohngruppe;15.05.2021;2;44372;;
107;EadGxPJhJ7M;;;Fugue 9;;17.05.2021;2021;CSEE_Y semi-autonome Wohngruppe;18.05.2021;2;44372;;
107;EadGxPJhJ7M;;;Fugue 10;;31.05.2021;2021;CSEE_Y semi-autonome Wohngruppe;02.06.2021;2;44372;;
107;EadGxPJhJ7M;;;Fugue 11;;04.06.2021;2021;CSEE_Y semi-autonome Wohngruppe;06.06.2021;2;44372;;
107;EadGxPJhJ7M;;;Fugue 12;;07.06.2021;2021;CSEE_Y semi-autonome Wohngruppe;10.06.2021;3;44372;;
107;EadGxPJhJ7M;;;Fugue 13;;10.06.2021;2021;CSEE_Y semi-autonome Wohngruppe;12.06.2021;2;44372;;
107;EadGxPJhJ7M;;;Fugue 14;;12.06.2021;2021;CSEE_Y semi-autonome Wohngruppe;16.06.2021;4;44372;;
107;EadGxPJhJ7M;;;Fugue 15;;06.07.2021;2021;CSEE_Y semi-autonome Wohngruppe;08.07.2021;2;44372;;
108;WYcil5PIr6o;Admission 1;;;Eltern / Familie;13.04.2021;2021;;26.06.2022;440;44890;Eltern / Familie; 
108;WYcil5PIr6o;;Séjour 1;;Eltern / Familie;13.04.2021;2021;CSEE_X Intensivpädagogische Wohngruppe;18.03.2022;340;44890;;
108;WYcil5PIr6o;;;Fugue 1;;08.10.2021;2021;CSEE_X Intensivpädagogische Wohngruppe;13.10.2021;6;44890;;
108;WYcil5PIr6o;;Congé 1;;CSEE_X Intensivpädagogische  Wohngruppe;18.03.2022;2022;;26.06.2022;101;44890;Eltern / Familie;
108;WYcil5PIr6o;Admission 2;;;Eltern / Familie;26.06.2022;2022;;15.07.2022;20;44890;CSEE_X ; 
108;WYcil5PIr6o;;Séjour 2;;Eltern / Familie;26.06.2022;2022;CSEE Unisec;15.07.2022;20;44890;;
108;WYcil5PIr6o;Admission 3;;;CSEE Unisec;15.07.2022;2022;;24.10.2022;102;44890;Eltern / Familie; 
108;WYcil5PIr6o;;Séjour 3;;CSEE Unisec;15.07.2022;2022;CSEE_X Intensivpädagogische Wohngruppe;24.10.2022;102;44890;;
109;XK4pqlbrEdA;Admission 1;;;Heimstruktur AEF LUX;29.09.2023;2023;;03.01.2024;97;45986;CSEE Unisec; 
109;XK4pqlbrEdA;;Séjour 1;;Heimstruktur AEF LUX;29.09.2023;2023;CSEE_Y Aufnahmegruppe;03.01.2024;97;45986;;
109;XK4pqlbrEdA;;;Fugue 1;;21.10.2023;2023;CSEE_Y Aufnahmegruppe;26.10.2023;5;45986;;
109;XK4pqlbrEdA;;;Fugue 2;;04.11.2023;2023;CSEE_Y Aufnahmegruppe;13.11.2023;9;45986;;
109;XK4pqlbrEdA;;;Fugue 3;;25.11.2023;2023;CSEE_Y Aufnahmegruppe;03.12.2023;9;45986;;
109;XK4pqlbrEdA;;;Fugue 4;;15.12.2023;2023;CSEE_Y Aufnahmegruppe;18.12.2023;4;45986;;
109;XK4pqlbrEdA;Admission 2;;;CSEE_Y Aufnahmegruppe;03.01.2024;2024;;15.03.2024;73;45986;CSEE Unisec;c e m 
109;XK4pqlbrEdA;;Séjour 2;;CSEE_Y Intensivpädagogische Wohngruppe;03.01.2024;2024;CSEE Unisec;15.03.2024;73;45986;;
109;XK4pqlbrEdA;Admission 3;;;CSEE Unisec;15.03.2024;2024;;05.08.2024;144;45986;CSEE_Y Intensivpädagogische Wohngruppe;c e m 
109;XK4pqlbrEdA;;Séjour 3;;CSEE Unisec;15.03.2024;2024;CSEE Unisec;05.08.2024;144;45986;;
109;XK4pqlbrEdA;Admission 4;;;CSEE Unisec;05.08.2024;2024;;;;45986;; 
109;XK4pqlbrEdA;;Séjour 4;;CSEE Unisec;05.08.2024;2024;CSEE_Y semi-autonome Wohngruppe;;;45986;;
109;XK4pqlbrEdA;;;Fugue 5;;05.11.2024;2024;CSEE_Y semi-autonome Wohngruppe;07.11.2024;2;45986;;
109;XK4pqlbrEdA;;;Fugue 6;;21.08.2025;2025;CSEE_Y semi-autonome Wohngruppe;22.08.2025;2;45986;;
109;XK4pqlbrEdA;;;Fugue 7;;13.09.2025;2025;CSEE_Y semi-autonome Wohngruppe;15.09.2025;2;45986;ongoing;
110;Tk1MZYEueC2;Admission 1;;;Eltern / Familie;28.11.2024;2024;;22.04.2025;146;46047;Eltern / Familie; 
110;Tk1MZYEueC2;;Séjour 1;;Eltern / Familie;28.11.2024;2024;CSEE_X Intensivpädagogische Wohngruppe;10.01.2025;44;46047;;
110;Tk1MZYEueC2;;Congé 1;;CSEE_X Intensivpädagogische  Wohngruppe;10.01.2025;2025;;22.04.2025;103;46047;Eltern / Familie;
111;CdB75ZLVLOA;Admission 1;;;Heimstruktur AEF LUX;19.11.2021;2021;;18.02.2022;92;45163;CSEE Unisec; 
111;CdB75ZLVLOA;;Séjour 1;;Heimstruktur AEF LUX;19.11.2021;2021;CSEE Unisec;18.02.2022;92;45163;;
111;CdB75ZLVLOA;Admission 2;;;CSEE Unisec;18.02.2022;2022;;27.03.2022;38;45163;CSEE_X; 
111;CdB75ZLVLOA;;Séjour 2;;CSEE Unisec;18.02.2022;2022;CSEE Unisec;07.10.2022;232;45163;;
111;CdB75ZLVLOA;Admission 3;;;CSEE Unisec;27.03.2022;2022;;15.09.2023;538;45163;majorité; 
111;CdB75ZLVLOA;;Congé 1;;CSEE_X Intensivpädagogische  Wohngruppe;27.03.2022;2022;;07.10.2022;195;45163;Einzelmassnahme Ausland;
111;CdB75ZLVLOA;;Séjour 3;;Einzelmassnahme Ausland;07.10.2022;2022;CSEE Unisec;07.10.2022;1;45163;;
111;CdB75ZLVLOA;;Congé 2;;CSEE Unisec;07.10.2022;2022;;15.09.2023;344;45163;Eltern / Familie;
112;Ip5r8XdeMa2;Admission 1;;;Heimstruktur AEF Ausland;15.10.2024;2024;;;;46563;;b h l m 
112;Ip5r8XdeMa2;;Séjour 1;;Heimstruktur AEF Ausland;15.10.2024;2024;CSEE_X Intensivpädagogische Wohngruppe;;;46563;ongoing;
112;Ip5r8XdeMa2;;;Fugue 1;;26.11.2024;2024;CSEE_X Intensivpädagogische Wohngruppe;02.12.2024;6;46563;;
112;Ip5r8XdeMa2;;;Fugue 2;;05.12.2024;2024;CSEE_X Intensivpädagogische Wohngruppe;13.12.2024;9;46563;;
112;Ip5r8XdeMa2;;;Fugue 3;;16.12.2024;2024;CSEE_X Intensivpädagogische Wohngruppe;08.01.2025;24;46563;;
112;Ip5r8XdeMa2;;;Fugue 4;;11.01.2025;2025;CSEE_X Intensivpädagogische Wohngruppe;04.02.2025;24;46563;;
112;Ip5r8XdeMa2;;;Fugue 5;;11.02.2025;2025;CSEE_X Intensivpädagogische Wohngruppe;12.02.2025;2;46563;;
112;Ip5r8XdeMa2;;;Fugue 6;;11.04.2025;2025;CSEE_X Intensivpädagogische Wohngruppe;13.04.2025;3;46563;;
112;Ip5r8XdeMa2;;;Fugue 7;;19.06.2025;2025;CSEE_X Intensivpädagogische Wohngruppe;23.06.2025;5;46563;;
112;Ip5r8XdeMa2;;;Fugue 8;;27.06.2025;2025;CSEE_X Intensivpädagogische Wohngruppe;29.06.2025;3;46563;;
112;Ip5r8XdeMa2;;;Fugue 9;;24.08.2025;2025;CSEE_X Intensivpädagogische Wohngruppe;29.08.2025;5;46563;;
112;Ip5r8XdeMa2;;;Fugue 10;;31.08.2025;2025;CSEE_X Intensivpädagogische Wohngruppe;16.09.2025;17;46563;;
112;Ip5r8XdeMa2;;;Fugue 11;;18.09.2025;2025;CSEE_X Intensivpädagogische Wohngruppe;;;46563;;
113;OeREDuctBDw;Admission 1;;;Flüchtlingsstruktur LUX;10.06.2024;2024;;17.04.2025;312;47112;Heimstruktur AEF LUX; 
113;OeREDuctBDw;;Séjour 1;;;10.06.2024;2024;CSEE_X Intensivpädagogische Wohngruppe;17.04.2025;312;47112;;
114;ZUb7nFBNavM;Admission 1;;;Eltern / Familie;31.01.2023;2023;;20.09.2024;599;45529;majorité; 
114;ZUb7nFBNavM;;Séjour 1;;Eltern / Familie;31.01.2023;2023;CSEE_Y Aufnahmegruppe;02.02.2023;3;45529;;
114;ZUb7nFBNavM;;Séjour 2;;CSEE_Y Aufnahmegruppe;02.02.2023;2023;CSEE_Y Aufnahmegruppe;19.12.2023;321;45529;;
